  0.16381E+15 0.48880E+34 0.15254E+15 0.48005E-01 0.27160E-01 0.31604E+02 0.32460E+01
  0.15130E+15 0.45871E+34 0.14073E+15 0.46956E-01 0.26344E-01 0.32331E+02 0.33680E+01
  0.13976E+15 0.43165E+34 0.12985E+15 0.46047E-01 0.25961E-01 0.33106E+02 0.34890E+01
  0.11833E+15 0.42779E+34 0.11021E+15 0.74561E-01 0.45509E-01 0.31534E+02 0.37293E+01
  0.10834E+15 0.38501E+34 0.10083E+15 0.71800E-01 0.44000E-01 0.31642E+02 0.38550E+01
  0.86141E+14 0.29945E+34 0.80065E+14 0.66100E-01 0.42100E-01 0.31586E+02 0.41640E+01
  0.68421E+14 0.23264E+34 0.63650E+14 0.61700E-01 0.42100E-01 0.31072E+02 0.44380E+01
  0.54284E+14 0.17865E+34 0.50585E+14 0.57700E-01 0.42900E-01 0.30012E+02 0.46690E+01
  0.42981E+14 0.13455E+34 0.40200E+14 0.53700E-01 0.43900E-01 0.28357E+02 0.48460E+01
  0.33996E+14 0.98824E+33 0.31825E+14 0.49100E-01 0.44500E-01 0.26098E+02 0.49600E+01
  0.26848E+14 0.70449E+33 0.25292E+14 0.43900E-01 0.43200E-01 0.23332E+02 0.50000E+01
  0.21179E+14 0.49428E+33 0.20100E+14 0.38600E-01 0.38700E-01 0.20479E+02 0.50000E+01
  0.16734E+14 0.34912E+33 0.15979E+14 0.34100E-01 0.34100E-01 0.18002E+02 0.50000E+01
  0.13226E+14 0.24626E+33 0.12696E+14 0.31200E-01 0.31200E-01 0.15789E+02 0.50000E+01
  0.10457E+14 0.17192E+33 0.10083E+14 0.28100E-01 0.28100E-01 0.13745E+02 0.50000E+01
  0.82736E+13 0.12041E+33 0.80065E+13 0.24200E-01 0.24200E-01 0.12013E+02 0.50000E+01
  0.65479E+13 0.85301E+32 0.63650E+13 0.21300E-01 0.21300E-01 0.10541E+02 0.50000E+01
  0.51841E+13 0.60467E+32 0.50585E+13 0.19000E-01 0.19000E-01 0.92600E+01 0.50000E+01
  0.41074E+13 0.43083E+32 0.40200E+13 0.16900E-01 0.16900E-01 0.81990E+01 0.50000E+01
  0.32535E+13 0.30778E+32 0.31825E+13 0.15300E-01 0.15300E-01 0.73160E+01 0.50000E+01
  0.25778E+13 0.21902E+32 0.25292E+13 0.13700E-01 0.13700E-01 0.64890E+01 0.50000E+01
  0.20448E+13 0.15697E+32 0.20100E+13 0.12200E-01 0.12200E-01 0.58700E+01 0.50000E+01
  0.16207E+13 0.11286E+32 0.15979E+13 0.11000E-01 0.11000E-01 0.52890E+01 0.50000E+01
  0.12852E+13 0.81167E+31 0.12696E+13 0.98800E-02 0.98800E-02 0.47920E+01 0.50000E+01
  0.10194E+13 0.58624E+31 0.10083E+13 0.91400E-02 0.91400E-02 0.43960E+01 0.50000E+01
  0.80846E+12 0.41865E+31 0.80065E+12 0.84000E-02 0.84000E-02 0.39520E+01 0.50000E+01
  0.64142E+12 0.30121E+31 0.63650E+12 0.70200E-02 0.70200E-02 0.35930E+01 0.50000E+01
  0.50897E+12 0.22190E+31 0.50585E+12 0.67800E-02 0.67800E-02 0.33920E+01 0.50000E+01
  0.40379E+12 0.15737E+31 0.40200E+12 0.64700E-02 0.64700E-02 0.30210E+01 0.50000E+01
  0.32035E+12 0.11312E+31 0.31825E+12 0.53500E-02 0.53500E-02 0.27560E+01 0.50000E+01
  0.25439E+12 0.83443E+30 0.25292E+12 0.47200E-02 0.47200E-02 0.26090E+01 0.50000E+01
  0.20180E+12 0.61332E+30 0.20100E+12 0.48100E-02 0.48100E-02 0.24750E+01 0.50000E+01
  0.16019E+12 0.43724E+30 0.15979E+12 0.42700E-02 0.42700E-02 0.22040E+01 0.50000E+01
  0.12718E+12 0.32284E+30 0.12696E+12 0.36400E-02 0.36400E-02 0.20860E+01 0.50000E+01
  0.10096E+12 0.23937E+30 0.10083E+12 0.34000E-02 0.34000E-02 0.20060E+01 0.50000E+01
  0.80151E+11 0.17816E+30 0.80065E+11 0.31300E-02 0.31300E-02 0.19400E+01 0.50000E+01
  0.63625E+11 0.13221E+30 0.63650E+11 0.31700E-02 0.31700E-02 0.18700E+01 0.50000E+01
  0.50522E+11 0.95459E+29 0.50585E+11 0.28600E-02 0.28600E-02 0.17590E+01 0.50000E+01
  0.40111E+11 0.70449E+29 0.40200E+11 0.27000E-02 0.27000E-02 0.16250E+01 0.50000E+01
  0.31839E+11 0.51014E+29 0.31825E+11 0.22700E-02 0.22700E-02 0.14810E+01 0.50000E+01
  0.25279E+11 0.39030E+29 0.25292E+11 0.20400E-02 0.20400E-02 0.14550E+01 0.50000E+01
  0.20073E+11 0.29160E+29 0.20100E+11 0.20700E-02 0.20700E-02 0.14280E+01 0.50000E+01
  0.15943E+11 0.21790E+29 0.15979E+11 0.19000E-02 0.19000E-02 0.13940E+01 0.50000E+01
  0.12659E+11 0.16310E+29 0.12696E+11 0.18600E-02 0.18600E-02 0.13540E+01 0.50000E+01
  0.10053E+11 0.12042E+29 0.10083E+11 0.17000E-02 0.17000E-02 0.12910E+01 0.50000E+01
  0.79830E+10 0.90236E+28 0.80065E+10 0.16400E-02 0.16400E-02 0.12030E+01 0.50000E+01
  0.63393E+10 0.66972E+28 0.63650E+10 0.13300E-02 0.13300E-02 0.11410E+01 0.50000E+01 !Attacco Shen senza neutrini 
  0.50344E+10 0.51783E+28 0.50585E+10 0.13000E-02 0.13000E-02 0.11330E+01 0.50000E+01
  0.39969E+10 0.39558E+28 0.40200E+10 0.12900E-02 0.12900E-02 0.11220E+01 0.50000E+01
  0.31750E+10 0.30234E+28 0.31825E+10 0.12300E-02 0.12300E-02 0.11070E+01 0.50000E+01
  0.25208E+10 0.23088E+28 0.25292E+10 0.12200E-02 0.12200E-02 0.10850E+01 0.50000E+01
  0.20020E+10 0.17640E+28 0.20100E+10 0.10600E-02 0.10600E-02 0.10480E+01 0.50000E+01
  0.15900E+10 0.13962E+28 0.15979E+10 0.10000E-02 0.10000E-02 0.98800E+00 0.50000E+01
  0.12627E+10 0.10832E+28 0.12696E+10 0.11300E-02 0.11300E-02 0.96300E+00 0.50000E+01
  0.10028E+10 0.81888E+27 0.10083E+10 0.10800E-02 0.10800E-02 0.95500E+00 0.50000E+01
  0.79634E+09 0.62758E+27 0.80065E+09 0.10200E-02 0.10200E-02 0.94600E+00 0.50000E+01
  0.63251E+09 0.47842E+27 0.63650E+09 0.98000E-03 0.98000E-03 0.93500E+00 0.50000E+01
  0.50219E+09 0.36787E+27 0.50585E+09 0.93000E-03 0.93000E-03 0.92300E+00 0.50000E+01
  0.39897E+09 0.28247E+27 0.40200E+09 0.90000E-03 0.90000E-03 0.90500E+00 0.50000E+01
  0.31679E+09 0.21806E+27 0.31825E+09 0.85000E-03 0.85000E-03 0.87600E+00 0.50000E+01
  0.25154E+09 0.16775E+27 0.25292E+09 0.90000E-03 0.90000E-03 0.82200E+00 0.50000E+01
  0.19984E+09 0.12572E+27 0.20100E+09 0.85000E-03 0.85000E-03 0.77800E+00 0.50000E+01
  0.15870E+09 0.96533E+26 0.15979E+09 0.76000E-03 0.76000E-03 0.75900E+00 0.50000E+01
  0.12604E+09 0.74550E+26 0.12696E+09 0.74000E-03 0.74000E-03 0.74900E+00 0.50000E+01
  0.10010E+09 0.57920E+26 0.10083E+09 0.66000E-03 0.66000E-03 0.73800E+00 0.50000E+01
  0.79491E+08 0.46288E+26 0.80065E+08 0.63000E-03 0.63000E-03 0.72900E+00 0.50000E+01
  0.63144E+08 0.36610E+26 0.63650E+08 0.69000E-03 0.69000E-03 0.71300E+00 0.50000E+01
  0.50148E+08 0.28567E+26 0.50585E+08 0.67000E-03 0.67000E-03 0.69100E+00 0.50000E+01
  0.39826E+08 0.22575E+26 0.40200E+08 0.64000E-03 0.64000E-03 0.66700E+00 0.50000E+01
  0.31625E+08 0.17784E+26 0.31825E+08 0.65000E-03 0.65000E-03 0.64100E+00 0.50000E+01
  0.25118E+08 0.14008E+26 0.25292E+08 0.64000E-03 0.64000E-03 0.61500E+00 0.50000E+01
  0.19949E+08 0.11058E+26 0.20100E+08 0.63000E-03 0.63000E-03 0.59000E+00 0.50000E+01
  0.15847E+08 0.87240E+25 0.15979E+08 0.63000E-03 0.63000E-03 0.56500E+00 0.50000E+01
  0.12586E+08 0.68879E+25 0.12696E+08 0.62000E-03 0.62000E-03 0.54100E+00 0.50000E+01
  0.99957E+07 0.54731E+25 0.10083E+08 0.60000E-03 0.60000E-03 0.51800E+00 0.50000E+01
  0.79384E+07 0.43388E+25 0.80065E+07 0.64000E-03 0.64000E-03 0.49600E+00 0.50000E+01
  0.63055E+07 0.33390E+25 0.63650E+07 0.73000E-03 0.73000E-03 0.47000E+00 0.50000E+01
  0.50077E+07 0.24514E+25 0.50585E+07 0.77000E-03 0.77000E-03 0.43800E+00 0.50000E+01
  0.39772E+07 0.17608E+25 0.40200E+07 0.70000E-03 0.70000E-03 0.40500E+00 0.50000E+01
  0.31590E+07 0.12819E+25 0.31825E+07 0.61000E-03 0.61000E-03 0.37700E+00 0.50000E+01
  0.25083E+07 0.94033E+24 0.25292E+07 0.56000E-03 0.56000E-03 0.35300E+00 0.50000E+01
  0.19931E+07 0.68975E+24 0.20100E+07 0.52000E-03 0.52000E-03 0.33000E+00 0.50000E+01
  0.15827E+07 0.50501E+24 0.15979E+07 0.48000E-03 0.48000E-03 0.30900E+00 0.50000E+01
  0.12572E+07 0.36963E+24 0.12696E+07 0.44000E-03 0.44000E-03 0.29000E+00 0.50000E+01
  0.99850E+06 0.27077E+24 0.10083E+07 0.41000E-03 0.41000E-03 0.27200E+00 0.50000E+01
  0.79313E+06 0.19835E+24 0.80065E+06 0.38000E-03 0.38000E-03 0.25500E+00 0.50000E+01
  0.62983E+06 0.14545E+24 0.63650E+06 0.35000E-03 0.35000E-03 0.24000E+00 0.50000E+01
  0.50041E+06 0.10664E+24 0.50585E+06 0.32000E-03 0.32000E-03 0.22600E+00 0.50000E+01
  0.39737E+06 0.78235E+23 0.40200E+06 0.29000E-03 0.29000E-03 0.21300E+00 0.50000E+01
  0.31572E+06 0.57423E+23 0.31825E+06 0.27000E-03 0.27000E-03 0.20100E+00 0.50000E+01
  0.25065E+06 0.42186E+23 0.25292E+06 0.25000E-03 0.25000E-03 0.19000E+00 0.50000E+01
